id,name,price,value,type,color,brand
1952,hm_shorts_1952,56,68,shorts,red,hm
1953,tommy_jacket_1953,221,394,jacket,blue,tommy
1954,zara_shorts_1954,376,514,shorts,white,zara
1955,nike_hoodie_1955,463,606,hoodie,white,nike
1956,zara_shoes_1956,288,399,shoes,red,zara
1957,puma_pants_1957,197,252,pants,yellow,puma
1958,zara_hoodie_1958,226,315,hoodie,white,zara
1959,newbalance_pants_1959,405,461,pants,green,newbalance
1960,zara_pants_1960,567,729,pants,yellow,zara
1961,hm_pants_1961,561,655,pants,green,hm
1962,zara_jacket_1962,211,258,jacket,gray,zara
1963,puma_pants_1963,56,105,pants,white,puma
1964,zara_pants_1964,219,377,pants,yellow,zara
1965,hm_pants_1965,41,64,pants,yellow,hm
1966,reebok_shoes_1966,188,327,shoes,red,reebok
1967,zara_jacket_1967,237,401,jacket,green,zara
1968,puma_tshirt_1968,362,518,tshirt,white,puma
1969,hm_jacket_1969,499,533,jacket,gray,hm
1970,tommy_hoodie_1970,425,539,hoodie,black,tommy
1971,tommy_shoes_1971,123,195,shoes,green,tommy
1972,tommy_hoodie_1972,234,401,hoodie,yellow,tommy
1973,tommy_jacket_1973,54,134,jacket,blue,tommy
1974,hm_tshirt_1974,227,289,tshirt,yellow,hm
1975,tommy_shorts_1975,547,616,shorts,black,tommy
1976,newbalance_pants_1976,215,232,pants,white,newbalance
1977,newbalance_jacket_1977,39,224,jacket,yellow,newbalance
1978,puma_hoodie_1978,443,478,hoodie,red,puma
1979,nike_jacket_1979,59,165,jacket,black,nike
1980,newbalance_tshirt_1980,332,511,tshirt,gray,newbalance
1981,puma_hoodie_1981,496,589,hoodie,blue,puma
1982,puma_pants_1982,239,256,pants,blue,puma
1983,reebok_pants_1983,84,258,pants,red,reebok
1984,reebok_hoodie_1984,138,200,hoodie,red,reebok
1985,zara_jacket_1985,221,308,jacket,blue,zara
1986,puma_tshirt_1986,324,413,tshirt,blue,puma
1987,adidas_tshirt_1987,298,379,tshirt,gray,adidas
1988,reebok_hoodie_1988,310,473,hoodie,gray,reebok
1989,hm_pants_1989,35,146,pants,gray,hm
1990,zara_shoes_1990,449,616,shoes,red,zara
1991,hm_jacket_1991,89,216,jacket,black,hm
1992,nike_shoes_1992,592,654,shoes,yellow,nike
1993,tommy_shorts_1993,584,710,shorts,red,tommy
1994,newbalance_tshirt_1994,73,246,tshirt,white,newbalance
1995,newbalance_hoodie_1995,194,297,hoodie,black,newbalance
1996,nike_hoodie_1996,143,251,hoodie,red,nike
1997,puma_hoodie_1997,230,347,hoodie,black,puma
1998,nike_shoes_1998,448,478,shoes,yellow,nike
1999,tommy_shoes_1999,344,427,shoes,black,tommy
2000,nike_pants_2000,84,201,pants,blue,nike
2001,tommy_shorts_2001,191,252,shorts,red,tommy
2002,newbalance_tshirt_2002,447,496,tshirt,white,newbalance
2003,nike_shoes_2003,364,428,shoes,black,nike
2004,newbalance_shorts_2004,600,739,shorts,gray,newbalance
2005,tommy_shoes_2005,253,420,shoes,black,tommy
2006,tommy_pants_2006,111,258,pants,black,tommy
2007,tommy_shorts_2007,478,534,shorts,green,tommy
2008,nike_shorts_2008,485,527,shorts,white,nike
2009,reebok_shoes_2009,201,240,shoes,black,reebok
2010,newbalance_pants_2010,349,453,pants,blue,newbalance
2011,nike_tshirt_2011,427,521,tshirt,red,nike
2012,puma_shorts_2012,405,470,shorts,blue,puma
2013,zara_shorts_2013,323,411,shorts,red,zara
2014,newbalance_pants_2014,576,763,pants,red,newbalance
2015,hm_pants_2015,165,247,pants,red,hm
2016,zara_pants_2016,363,429,pants,green,zara
2017,nike_hoodie_2017,75,133,hoodie,red,nike
2018,puma_pants_2018,389,423,pants,green,puma
2019,nike_jacket_2019,74,188,jacket,white,nike
2020,puma_shoes_2020,303,405,shoes,blue,puma
2021,hm_tshirt_2021,494,675,tshirt,gray,hm
2022,adidas_shoes_2022,300,430,shoes,blue,adidas
2023,puma_tshirt_2023,166,231,tshirt,black,puma
2024,zara_tshirt_2024,573,666,tshirt,blue,zara
2025,puma_pants_2025,346,403,pants,green,puma
2026,nike_shoes_2026,280,399,shoes,black,nike
2027,newbalance_shoes_2027,54,245,shoes,red,newbalance
2028,nike_pants_2028,389,469,pants,white,nike
2029,puma_hoodie_2029,53,79,hoodie,black,puma
2030,puma_jacket_2030,70,200,jacket,red,puma
2031,puma_shoes_2031,112,245,shoes,red,puma
2032,adidas_shorts_2032,376,512,shorts,gray,adidas
2033,zara_pants_2033,398,464,pants,green,zara
2034,adidas_hoodie_2034,252,354,hoodie,white,adidas
2035,hm_shoes_2035,545,613,shoes,black,hm
2036,reebok_pants_2036,148,332,pants,green,reebok
2037,reebok_tshirt_2037,416,520,tshirt,black,reebok
2038,zara_shoes_2038,43,174,shoes,green,zara
2039,puma_hoodie_2039,218,299,hoodie,white,puma
2040,nike_hoodie_2040,407,579,hoodie,red,nike
2041,hm_shoes_2041,486,544,shoes,yellow,hm
2042,adidas_jacket_2042,335,471,jacket,white,adidas
2043,zara_pants_2043,296,317,pants,yellow,zara
2044,zara_hoodie_2044,62,188,hoodie,gray,zara
2045,zara_shorts_2045,385,415,shorts,red,zara
2046,adidas_hoodie_2046,34,91,hoodie,gray,adidas
2047,puma_tshirt_2047,441,608,tshirt,green,puma
2048,adidas_pants_2048,505,642,pants,green,adidas
2049,puma_jacket_2049,175,247,jacket,yellow,puma
2050,tommy_tshirt_2050,509,578,tshirt,gray,tommy
2051,hm_jacket_2051,481,505,jacket,black,hm
2052,newbalance_tshirt_2052,525,566,tshirt,gray,newbalance
2053,tommy_pants_2053,346,377,pants,green,tommy
2054,tommy_hoodie_2054,131,323,hoodie,red,tommy
2055,tommy_pants_2055,457,657,pants,gray,tommy
2056,newbalance_hoodie_2056,160,322,hoodie,black,newbalance
2057,adidas_jacket_2057,591,738,jacket,blue,adidas
2058,newbalance_jacket_2058,295,466,jacket,black,newbalance
2059,nike_jacket_2059,61,188,jacket,black,nike
2060,puma_shoes_2060,101,216,shoes,red,puma
2061,newbalance_tshirt_2061,164,318,tshirt,green,newbalance
2062,reebok_shoes_2062,433,528,shoes,red,reebok
2063,newbalance_jacket_2063,304,430,jacket,yellow,newbalance
2064,reebok_shorts_2064,70,200,shorts,blue,reebok
2065,zara_pants_2065,105,129,pants,green,zara
2066,hm_shoes_2066,61,120,shoes,blue,hm
2067,adidas_hoodie_2067,332,507,hoodie,black,adidas
2068,puma_pants_2068,521,658,pants,black,puma
2069,zara_shoes_2069,148,343,shoes,blue,zara
2070,newbalance_tshirt_2070,498,538,tshirt,red,newbalance
2071,hm_pants_2071,122,283,pants,gray,hm
2072,puma_pants_2072,306,438,pants,black,puma
2073,nike_shorts_2073,344,445,shorts,black,nike
2074,newbalance_shorts_2074,524,666,shorts,white,newbalance
2075,adidas_jacket_2075,413,563,jacket,red,adidas
2076,newbalance_shorts_2076,147,182,shorts,red,newbalance
2077,hm_shorts_2077,329,442,shorts,green,hm
2078,zara_pants_2078,465,637,pants,white,zara
2079,tommy_hoodie_2079,368,392,hoodie,red,tommy
2080,nike_jacket_2080,560,713,jacket,gray,nike
2081,reebok_jacket_2081,183,281,jacket,blue,reebok
2082,adidas_shoes_2082,400,497,shoes,yellow,adidas
2083,reebok_shoes_2083,451,556,shoes,white,reebok
2084,tommy_shorts_2084,497,655,shorts,gray,tommy
2085,newbalance_tshirt_2085,415,474,tshirt,white,newbalance
2086,reebok_pants_2086,283,400,pants,gray,reebok
2087,adidas_pants_2087,31,87,pants,gray,adidas
2088,reebok_tshirt_2088,217,348,tshirt,gray,reebok
2089,newbalance_jacket_2089,296,441,jacket,white,newbalance
2090,reebok_jacket_2090,364,538,jacket,white,reebok
2091,nike_shoes_2091,539,642,shoes,blue,nike
2092,reebok_jacket_2092,258,281,jacket,yellow,reebok
2093,nike_shoes_2093,373,449,shoes,yellow,nike
2094,nike_jacket_2094,100,224,jacket,black,nike
2095,newbalance_tshirt_2095,371,406,tshirt,green,newbalance
2096,reebok_pants_2096,274,306,pants,red,reebok
2097,puma_jacket_2097,147,162,jacket,blue,puma
2098,hm_jacket_2098,167,313,jacket,white,hm
2099,reebok_pants_2099,528,699,pants,gray,reebok
2100,reebok_tshirt_2100,59,166,tshirt,green,reebok
2101,hm_pants_2101,289,481,pants,black,hm
2102,newbalance_jacket_2102,487,651,jacket,blue,newbalance
2103,adidas_shoes_2103,56,154,shoes,gray,adidas
2104,hm_shoes_2104,277,377,shoes,yellow,hm
2105,nike_shoes_2105,387,520,shoes,gray,nike
2106,zara_shoes_2106,402,427,shoes,white,zara
2107,zara_tshirt_2107,240,332,tshirt,gray,zara
2108,adidas_shoes_2108,594,632,shoes,black,adidas
2109,adidas_hoodie_2109,539,733,hoodie,gray,adidas
2110,zara_shoes_2110,333,441,shoes,green,zara
2111,tommy_hoodie_2111,165,230,hoodie,white,tommy
2112,zara_pants_2112,113,142,pants,white,zara
2113,tommy_shoes_2113,325,398,shoes,red,tommy
2114,hm_jacket_2114,328,357,jacket,blue,hm
2115,tommy_hoodie_2115,225,280,hoodie,red,tommy
2116,zara_pants_2116,152,341,pants,red,zara
2117,hm_shorts_2117,47,132,shorts,gray,hm
2118,zara_tshirt_2118,231,279,tshirt,red,zara
2119,reebok_jacket_2119,153,200,jacket,red,reebok
2120,reebok_jacket_2120,484,562,jacket,yellow,reebok
2121,puma_hoodie_2121,594,694,hoodie,white,puma
2122,tommy_shoes_2122,370,419,shoes,blue,tommy
2123,adidas_jacket_2123,213,294,jacket,white,adidas
2124,hm_pants_2124,328,485,pants,blue,hm
2125,zara_hoodie_2125,65,138,hoodie,gray,zara
2126,zara_hoodie_2126,345,514,hoodie,red,zara
2127,adidas_pants_2127,346,418,pants,gray,adidas
2128,adidas_shorts_2128,456,636,shorts,green,adidas
2129,puma_hoodie_2129,489,594,hoodie,red,puma
2130,puma_pants_2130,215,282,pants,white,puma
2131,tommy_jacket_2131,426,569,jacket,green,tommy
2132,puma_hoodie_2132,56,210,hoodie,white,puma
2133,puma_pants_2133,580,648,pants,red,puma
2134,nike_tshirt_2134,277,372,tshirt,blue,nike
2135,newbalance_hoodie_2135,578,760,hoodie,black,newbalance
2136,reebok_shorts_2136,209,333,shorts,gray,reebok
2137,tommy_pants_2137,263,440,pants,green,tommy
2138,adidas_tshirt_2138,46,64,tshirt,black,adidas
2139,hm_tshirt_2139,254,352,tshirt,blue,hm
2140,puma_tshirt_2140,300,460,tshirt,blue,puma
2141,nike_pants_2141,288,334,pants,gray,nike
2142,nike_shoes_2142,547,558,shoes,gray,nike
2143,newbalance_tshirt_2143,449,535,tshirt,black,newbalance
2144,hm_jacket_2144,84,244,jacket,blue,hm
2145,adidas_tshirt_2145,311,332,tshirt,white,adidas
2146,hm_pants_2146,70,136,pants,black,hm
2147,nike_tshirt_2147,75,166,tshirt,black,nike
2148,newbalance_tshirt_2148,36,57,tshirt,white,newbalance
2149,newbalance_tshirt_2149,168,327,tshirt,green,newbalance
2150,puma_pants_2150,374,527,pants,yellow,puma
2151,adidas_shoes_2151,410,480,shoes,black,adidas
2152,adidas_shoes_2152,331,455,shoes,gray,adidas
2153,reebok_pants_2153,295,410,pants,green,reebok
2154,nike_hoodie_2154,222,243,hoodie,green,nike
2155,zara_tshirt_2155,205,307,tshirt,gray,zara
2156,adidas_tshirt_2156,561,592,tshirt,gray,adidas
2157,zara_shorts_2157,583,662,shorts,white,zara
2158,reebok_jacket_2158,379,512,jacket,green,reebok
2159,zara_shorts_2159,536,547,shorts,yellow,zara
2160,tommy_pants_2160,158,271,pants,white,tommy
2161,nike_tshirt_2161,85,134,tshirt,yellow,nike
2162,newbalance_shorts_2162,461,657,shorts,red,newbalance
2163,nike_shoes_2163,315,503,shoes,green,nike
2164,newbalance_shoes_2164,529,708,shoes,green,newbalance
2165,nike_jacket_2165,384,470,jacket,yellow,nike
2166,nike_jacket_2166,212,259,jacket,white,nike
2167,hm_shoes_2167,175,230,shoes,gray,hm
2168,zara_jacket_2168,388,571,jacket,white,zara
2169,hm_jacket_2169,501,680,jacket,blue,hm
2170,hm_hoodie_2170,264,431,hoodie,red,hm
2171,puma_tshirt_2171,410,532,tshirt,red,puma
2172,newbalance_jacket_2172,107,281,jacket,red,newbalance
2173,puma_shoes_2173,366,473,shoes,red,puma
2174,tommy_shoes_2174,144,275,shoes,yellow,tommy
2175,reebok_tshirt_2175,36,82,tshirt,white,reebok
2176,newbalance_jacket_2176,455,593,jacket,blue,newbalance
2177,reebok_tshirt_2177,204,226,tshirt,red,reebok
2178,nike_jacket_2178,108,122,jacket,blue,nike
2179,newbalance_shorts_2179,451,577,shorts,blue,newbalance
2180,nike_hoodie_2180,539,684,hoodie,blue,nike
2181,puma_shorts_2181,151,345,shorts,gray,puma
2182,puma_hoodie_2182,322,374,hoodie,blue,puma
2183,adidas_pants_2183,35,221,pants,black,adidas
2184,adidas_shorts_2184,451,463,shorts,gray,adidas
2185,hm_shoes_2185,106,193,shoes,blue,hm
2186,newbalance_shorts_2186,550,691,shorts,green,newbalance
2187,hm_shorts_2187,407,512,shorts,blue,hm
2188,hm_tshirt_2188,365,494,tshirt,red,hm
2189,hm_shoes_2189,247,329,shoes,gray,hm
2190,hm_pants_2190,295,414,pants,green,hm
2191,newbalance_pants_2191,585,619,pants,red,newbalance
2192,newbalance_hoodie_2192,232,249,hoodie,white,newbalance
2193,tommy_shorts_2193,488,602,shorts,blue,tommy
2194,zara_tshirt_2194,41,160,tshirt,blue,zara
2195,nike_pants_2195,363,436,pants,black,nike
2196,newbalance_shorts_2196,186,216,shorts,blue,newbalance
2197,reebok_jacket_2197,557,647,jacket,green,reebok
2198,newbalance_tshirt_2198,48,229,tshirt,gray,newbalance
2199,puma_shoes_2199,324,491,shoes,gray,puma
2200,nike_shorts_2200,540,709,shorts,red,nike
2201,puma_jacket_2201,511,681,jacket,white,puma
2202,newbalance_pants_2202,125,323,pants,blue,newbalance
2203,reebok_pants_2203,83,234,pants,yellow,reebok
2204,zara_hoodie_2204,31,173,hoodie,blue,zara
2205,nike_shorts_2205,305,480,shorts,green,nike
2206,puma_shoes_2206,433,453,shoes,gray,puma
2207,nike_tshirt_2207,87,177,tshirt,yellow,nike
2208,hm_jacket_2208,498,654,jacket,black,hm
2209,zara_shoes_2209,45,172,shoes,blue,zara
2210,adidas_shorts_2210,119,175,shorts,blue,adidas
2211,newbalance_shorts_2211,58,241,shorts,blue,newbalance
2212,tommy_pants_2212,474,545,pants,blue,tommy
2213,adidas_pants_2213,560,619,pants,white,adidas
2214,hm_shorts_2214,148,315,shorts,green,hm
2215,adidas_shoes_2215,546,671,shoes,gray,adidas
2216,nike_hoodie_2216,265,362,hoodie,red,nike
2217,zara_shorts_2217,66,162,shorts,white,zara
2218,nike_hoodie_2218,305,338,hoodie,green,nike
2219,nike_hoodie_2219,580,628,hoodie,blue,nike
2220,tommy_pants_2220,48,159,pants,gray,tommy
2221,adidas_jacket_2221,334,400,jacket,blue,adidas
2222,tommy_tshirt_2222,156,280,tshirt,blue,tommy
2223,tommy_shorts_2223,212,394,shorts,white,tommy
2224,adidas_hoodie_2224,315,414,hoodie,blue,adidas
2225,puma_tshirt_2225,105,230,tshirt,black,puma
2226,hm_pants_2226,172,337,pants,green,hm
2227,hm_jacket_2227,271,434,jacket,yellow,hm
2228,newbalance_pants_2228,235,301,pants,green,newbalance
2229,zara_hoodie_2229,408,476,hoodie,white,zara
2230,newbalance_shorts_2230,33,76,shorts,blue,newbalance
2231,hm_jacket_2231,401,542,jacket,black,hm
2232,hm_tshirt_2232,362,415,tshirt,yellow,hm
2233,nike_shoes_2233,524,553,shoes,red,nike
2234,puma_hoodie_2234,448,530,hoodie,yellow,puma
2235,reebok_shorts_2235,287,332,shorts,gray,reebok
2236,nike_jacket_2236,513,690,jacket,yellow,nike
2237,adidas_shorts_2237,189,341,shorts,yellow,adidas
2238,puma_shorts_2238,299,403,shorts,black,puma
2239,puma_shoes_2239,234,316,shoes,yellow,puma
2240,reebok_shorts_2240,37,54,shorts,green,reebok
2241,newbalance_jacket_2241,483,610,jacket,yellow,newbalance
2242,newbalance_hoodie_2242,397,412,hoodie,yellow,newbalance
2243,puma_shoes_2243,190,302,shoes,blue,puma
2244,tommy_pants_2244,81,174,pants,blue,tommy
2245,nike_tshirt_2245,225,413,tshirt,gray,nike
2246,newbalance_shoes_2246,216,238,shoes,black,newbalance
2247,newbalance_shoes_2247,125,170,shoes,red,newbalance
2248,reebok_shoes_2248,280,290,shoes,green,reebok
2249,tommy_shorts_2249,349,469,shorts,red,tommy
2250,newbalance_hoodie_2250,581,610,hoodie,red,newbalance
2251,zara_jacket_2251,572,587,jacket,yellow,zara
2252,reebok_tshirt_2252,357,428,tshirt,black,reebok
2253,newbalance_pants_2253,364,394,pants,green,newbalance
2254,zara_jacket_2254,72,129,jacket,yellow,zara
2255,zara_shoes_2255,523,580,shoes,red,zara
2256,adidas_tshirt_2256,381,471,tshirt,yellow,adidas
2257,adidas_hoodie_2257,533,577,hoodie,white,adidas
2258,newbalance_jacket_2258,98,197,jacket,blue,newbalance
2259,zara_jacket_2259,360,380,jacket,blue,zara
2260,newbalance_jacket_2260,345,430,jacket,white,newbalance
2261,nike_jacket_2261,228,298,jacket,blue,nike
2262,tommy_tshirt_2262,452,603,tshirt,yellow,tommy
2263,zara_shorts_2263,373,517,shorts,red,zara
2264,adidas_pants_2264,157,334,pants,red,adidas
2265,newbalance_shoes_2265,119,154,shoes,blue,newbalance
2266,puma_tshirt_2266,495,525,tshirt,blue,puma
2267,nike_tshirt_2267,110,240,tshirt,blue,nike
2268,puma_shoes_2268,461,486,shoes,red,puma
2269,tommy_shoes_2269,393,466,shoes,black,tommy
2270,puma_jacket_2270,74,220,jacket,blue,puma
2271,hm_pants_2271,215,407,pants,green,hm
2272,puma_pants_2272,560,570,pants,gray,puma
2273,newbalance_shorts_2273,427,561,shorts,yellow,newbalance
2274,reebok_shorts_2274,30,187,shorts,gray,reebok
2275,nike_shorts_2275,108,299,shorts,black,nike
2276,newbalance_pants_2276,485,593,pants,gray,newbalance
2277,tommy_hoodie_2277,405,509,hoodie,yellow,tommy
2278,newbalance_shoes_2278,445,555,shoes,yellow,newbalance
2279,hm_jacket_2279,194,231,jacket,green,hm
2280,adidas_shorts_2280,498,677,shorts,red,adidas
2281,nike_jacket_2281,138,287,jacket,black,nike
2282,zara_shorts_2282,246,345,shorts,white,zara
2283,reebok_shorts_2283,575,618,shorts,white,reebok
2284,adidas_hoodie_2284,157,187,hoodie,green,adidas
2285,newbalance_shorts_2285,103,261,shorts,gray,newbalance
2286,tommy_shoes_2286,47,243,shoes,white,tommy
2287,zara_shorts_2287,523,599,shorts,gray,zara
2288,hm_jacket_2288,472,614,jacket,white,hm
2289,tommy_shorts_2289,491,593,shorts,red,tommy
2290,nike_shorts_2290,125,138,shorts,green,nike
2291,puma_jacket_2291,161,283,jacket,gray,puma
2292,zara_shorts_2292,586,598,shorts,blue,zara
2293,zara_shorts_2293,194,331,shorts,white,zara
2294,nike_tshirt_2294,230,258,tshirt,black,nike
2295,newbalance_jacket_2295,277,428,jacket,blue,newbalance
2296,hm_pants_2296,311,428,pants,yellow,hm
2297,reebok_tshirt_2297,35,215,tshirt,white,reebok
2298,newbalance_shorts_2298,120,299,shorts,white,newbalance
2299,hm_hoodie_2299,583,740,hoodie,white,hm
2300,zara_shorts_2300,352,405,shorts,white,zara
2301,puma_jacket_2301,312,340,jacket,white,puma
2302,tommy_tshirt_2302,413,581,tshirt,yellow,tommy
2303,tommy_tshirt_2303,285,404,tshirt,red,tommy
2304,hm_pants_2304,438,560,pants,yellow,hm
2305,zara_tshirt_2305,121,204,tshirt,black,zara
2306,zara_pants_2306,583,696,pants,black,zara
2307,reebok_tshirt_2307,304,477,tshirt,yellow,reebok
2308,reebok_tshirt_2308,66,143,tshirt,white,reebok
2309,adidas_tshirt_2309,167,284,tshirt,black,adidas
2310,tommy_shorts_2310,296,481,shorts,green,tommy
2311,zara_tshirt_2311,579,604,tshirt,red,zara
2312,puma_shorts_2312,39,236,shorts,white,puma
2313,newbalance_shoes_2313,404,556,shoes,green,newbalance
2314,nike_shoes_2314,233,367,shoes,black,nike
2315,puma_tshirt_2315,277,385,tshirt,white,puma
2316,puma_shoes_2316,341,370,shoes,gray,puma
2317,newbalance_pants_2317,172,223,pants,green,newbalance
2318,puma_hoodie_2318,458,503,hoodie,green,puma
2319,tommy_jacket_2319,183,309,jacket,green,tommy
2320,nike_tshirt_2320,501,659,tshirt,gray,nike
2321,zara_tshirt_2321,352,442,tshirt,gray,zara
2322,tommy_hoodie_2322,373,509,hoodie,red,tommy
2323,adidas_shorts_2323,132,168,shorts,green,adidas
2324,adidas_jacket_2324,336,415,jacket,gray,adidas
2325,nike_shoes_2325,238,276,shoes,black,nike
2326,zara_pants_2326,366,380,pants,blue,zara
2327,newbalance_pants_2327,158,262,pants,green,newbalance
2328,tommy_jacket_2328,593,633,jacket,black,tommy
2329,newbalance_shoes_2329,117,219,shoes,yellow,newbalance
2330,nike_tshirt_2330,242,392,tshirt,black,nike
2331,nike_shoes_2331,582,649,shoes,blue,nike
2332,newbalance_hoodie_2332,370,505,hoodie,gray,newbalance
2333,adidas_shoes_2333,114,171,shoes,gray,adidas
2334,hm_hoodie_2334,588,722,hoodie,white,hm
2335,nike_jacket_2335,268,323,jacket,blue,nike
2336,adidas_jacket_2336,297,495,jacket,blue,adidas
2337,adidas_shorts_2337,600,634,shorts,red,adidas
2338,newbalance_hoodie_2338,415,455,hoodie,black,newbalance
2339,puma_shorts_2339,379,494,shorts,black,puma
2340,zara_shoes_2340,572,771,shoes,blue,zara
2341,puma_hoodie_2341,34,53,hoodie,yellow,puma
2342,nike_shorts_2342,548,686,shorts,red,nike
2343,nike_pants_2343,464,515,pants,black,nike
2344,hm_shorts_2344,461,651,shorts,white,hm
2345,nike_pants_2345,395,435,pants,yellow,nike
2346,hm_jacket_2346,191,325,jacket,green,hm
2347,reebok_pants_2347,486,559,pants,gray,reebok
2348,nike_tshirt_2348,50,89,tshirt,black,nike
2349,nike_shorts_2349,420,505,shorts,yellow,nike
2350,nike_pants_2350,535,607,pants,yellow,nike
2351,adidas_tshirt_2351,307,321,tshirt,black,adidas
2352,tommy_hoodie_2352,501,571,hoodie,yellow,tommy
2353,zara_tshirt_2353,558,679,tshirt,green,zara
2354,nike_jacket_2354,442,568,jacket,yellow,nike
2355,adidas_shorts_2355,554,686,shorts,gray,adidas
2356,reebok_pants_2356,305,494,pants,white,reebok
2357,tommy_shoes_2357,393,459,shoes,yellow,tommy
2358,adidas_shoes_2358,485,573,shoes,black,adidas
2359,zara_pants_2359,389,400,pants,black,zara
2360,newbalance_hoodie_2360,233,363,hoodie,white,newbalance
2361,nike_jacket_2361,362,520,jacket,gray,nike
2362,newbalance_tshirt_2362,74,120,tshirt,black,newbalance
2363,newbalance_hoodie_2363,505,658,hoodie,gray,newbalance
2364,zara_pants_2364,219,405,pants,yellow,zara
2365,newbalance_shoes_2365,481,535,shoes,green,newbalance
2366,hm_shorts_2366,581,685,shorts,gray,hm
2367,reebok_jacket_2367,138,148,jacket,gray,reebok
2368,hm_shorts_2368,578,752,shorts,red,hm
2369,reebok_pants_2369,546,656,pants,green,reebok
2370,puma_tshirt_2370,308,412,tshirt,white,puma
2371,reebok_shoes_2371,237,306,shoes,red,reebok
2372,hm_shorts_2372,446,488,shorts,black,hm
2373,newbalance_tshirt_2373,357,411,tshirt,green,newbalance
2374,reebok_tshirt_2374,143,168,tshirt,black,reebok
2375,zara_shoes_2375,179,262,shoes,white,zara
2376,zara_tshirt_2376,164,339,tshirt,white,zara
2377,tommy_pants_2377,375,448,pants,white,tommy
2378,nike_shorts_2378,207,252,shorts,blue,nike
2379,adidas_jacket_2379,455,641,jacket,red,adidas
2380,tommy_shorts_2380,260,321,shorts,gray,tommy
2381,puma_shorts_2381,584,701,shorts,white,puma
2382,nike_tshirt_2382,451,635,tshirt,blue,nike
2383,newbalance_jacket_2383,510,553,jacket,red,newbalance
2384,hm_hoodie_2384,546,570,hoodie,red,hm
2385,zara_tshirt_2385,273,431,tshirt,gray,zara
2386,nike_pants_2386,543,644,pants,green,nike
2387,newbalance_pants_2387,524,664,pants,green,newbalance
2388,zara_hoodie_2388,167,346,hoodie,black,zara
2389,zara_tshirt_2389,408,434,tshirt,blue,zara
2390,zara_jacket_2390,244,443,jacket,black,zara
2391,reebok_jacket_2391,547,590,jacket,white,reebok
2392,adidas_shorts_2392,500,658,shorts,white,adidas
2393,adidas_pants_2393,425,535,pants,white,adidas
2394,newbalance_shoes_2394,536,689,shoes,white,newbalance
2395,puma_jacket_2395,270,373,jacket,white,puma
2396,puma_tshirt_2396,274,416,tshirt,green,puma
2397,hm_shorts_2397,500,629,shorts,black,hm
2398,tommy_hoodie_2398,407,451,hoodie,gray,tommy
2399,puma_tshirt_2399,156,204,tshirt,gray,puma
2400,puma_jacket_2400,222,329,jacket,yellow,puma
2401,adidas_shorts_2401,580,668,shorts,yellow,adidas
2402,zara_hoodie_2402,364,457,hoodie,red,zara
2403,puma_hoodie_2403,60,132,hoodie,gray,puma
2404,tommy_tshirt_2404,335,387,tshirt,red,tommy
2405,newbalance_tshirt_2405,304,463,tshirt,red,newbalance
2406,tommy_tshirt_2406,140,271,tshirt,red,tommy
2407,zara_pants_2407,128,174,pants,white,zara
2408,puma_jacket_2408,146,224,jacket,gray,puma
2409,newbalance_shoes_2409,332,348,shoes,red,newbalance
2410,zara_shoes_2410,599,683,shoes,white,zara
2411,nike_pants_2411,255,444,pants,green,nike
2412,puma_jacket_2412,142,159,jacket,gray,puma
2413,adidas_shorts_2413,81,214,shorts,red,adidas
2414,tommy_shorts_2414,409,497,shorts,black,tommy
2415,tommy_jacket_2415,89,139,jacket,yellow,tommy
2416,hm_tshirt_2416,422,492,tshirt,white,hm
2417,puma_tshirt_2417,411,524,tshirt,red,puma
2418,reebok_shorts_2418,481,529,shorts,gray,reebok
2419,puma_shorts_2419,526,603,shorts,yellow,puma
2420,zara_shoes_2420,403,534,shoes,green,zara
2421,reebok_shoes_2421,193,214,shoes,blue,reebok
2422,newbalance_hoodie_2422,336,483,hoodie,blue,newbalance
2423,newbalance_tshirt_2423,322,517,tshirt,black,newbalance
2424,puma_shoes_2424,538,685,shoes,black,puma
2425,tommy_shorts_2425,293,482,shorts,green,tommy
2426,reebok_pants_2426,549,607,pants,red,reebok
2427,adidas_tshirt_2427,310,475,tshirt,yellow,adidas
2428,reebok_hoodie_2428,44,75,hoodie,green,reebok
2429,adidas_jacket_2429,457,653,jacket,red,adidas
2430,reebok_shoes_2430,493,578,shoes,white,reebok
2431,puma_jacket_2431,513,667,jacket,gray,puma
2432,puma_pants_2432,74,100,pants,green,puma
2433,adidas_pants_2433,421,506,pants,red,adidas
2434,adidas_tshirt_2434,404,475,tshirt,white,adidas
2435,zara_shoes_2435,42,64,shoes,blue,zara
2436,tommy_tshirt_2436,402,444,tshirt,blue,tommy
2437,nike_shorts_2437,342,440,shorts,green,nike
2438,adidas_shorts_2438,383,526,shorts,white,adidas
2439,reebok_pants_2439,334,351,pants,white,reebok
2440,zara_jacket_2440,399,522,jacket,red,zara
2441,reebok_shoes_2441,560,587,shoes,green,reebok
2442,nike_jacket_2442,37,176,jacket,yellow,nike
2443,adidas_hoodie_2443,321,470,hoodie,blue,adidas
2444,newbalance_shorts_2444,132,198,shorts,blue,newbalance
2445,nike_shoes_2445,117,295,shoes,gray,nike
2446,puma_jacket_2446,345,503,jacket,white,puma
2447,reebok_shorts_2447,304,382,shorts,black,reebok
2448,nike_pants_2448,493,666,pants,yellow,nike
2449,hm_hoodie_2449,67,177,hoodie,blue,hm
